IDENTIF_SECT,IDENTIF_HOG,AREA_5000,AREA_2000,CIUDAD_AUTO,PROVINCIA,ZDP,REGION,CIUDAD,ZONA,SECTOR,VIVIENDA,HOGAR,PERIODO,GA01,GA02A,GA02B,GA03,FEXP,REGIONAL,FASE
050455999011,050455999011071,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50455,999,11,7,1,Agosto 2014,2,Si, ,2,100.691818008819,Centro,Fase 1
050455999011,050455999011081,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50455,999,11,8,1,Agosto 2014,2,Si, ,2,100.691818008819,Centro,Fase 1
050455999011,050455999011091,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50455,999,11,9,1,Agosto 2014,2,Si, ,2,100.691818008819,Centro,Fase 1
050455999011,050455999011101,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50455,999,11,10,1,Agosto 2014,2,Si, ,2,100.691818008819,Centro,Fase 1
050455999011,050455999011111,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50455,999,11,11,1,Agosto 2014,2,Si, ,2,100.691818008819,Centro,Fase 1
050455999011,050455999011121,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50455,999,11,12,1,Agosto 2014,2,Si, ,2,100.691818008819,Centro,Fase 1
050456999008,050456999008011,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50456,999,8,1,1,Septiembre 2014,2,Si, ,2,80.0584074034578,Centro,Fase 1
050456999008,050456999008021,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50456,999,8,2,1,Septiembre 2014,1,Si, ,1,80.0584074034578,Centro,Fase 1
050456999008,050456999008031,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50456,999,8,3,1,Septiembre 2014,2,Si, ,2,80.0584074034578,Centro,Fase 1
050456999008,050456999008041,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50456,999,8,4,1,Septiembre 2014,2,Si, ,2,80.0584074034578,Centro,Fase 1
050456999008,050456999008051,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50456,999,8,5,1,Septiembre 2014,1,Si, ,1,80.0584074034578,Centro,Fase 1
050456999008,050456999008061,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50456,999,8,6,1,Septiembre 2014,2,Si, ,2,80.0584074034578,Centro,Fase 1
050456999008,050456999008071,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50456,999,8,7,1,Septiembre 2014,2,Si, ,2,80.0584074034578,Centro,Fase 1
050456999008,050456999008081,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50456,999,8,8,1,Septiembre 2014,1,Si, ,1,80.0584074034578,Centro,Fase 1
050456999008,050456999008091,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50456,999,8,9,1,Septiembre 2014,1,Si, ,1,80.0584074034578,Centro,Fase 1
050456999008,050456999008101,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50456,999,8,10,1,Septiembre 2014,2,Si, ,2,80.0584074034578,Centro,Fase 1
050456999008,050456999008111,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50456,999,8,11,1,Septiembre 2014,1,Si, ,1,80.0584074034578,Centro,Fase 1
050456999008,050456999008121,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50456,999,8,12,1,Septiembre 2014,2,Si, ,2,80.0584074034578,Centro,Fase 1
050457999011,050457999011011,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50457,999,11,1,1,Septiembre 2014,2,Si, ,2,100.691818008819,Centro,Fase 1
050457999011,050457999011021,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50457,999,11,2,1,Septiembre 2014,1,Si, ,1,100.691818008819,Centro,Fase 1
050457999011,050457999011031,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50457,999,11,3,1,Septiembre 2014,2,Si, ,2,100.691818008819,Centro,Fase 1
050457999011,050457999011041,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50457,999,11,4,1,Septiembre 2014,1,Si, ,1,100.691818008819,Centro,Fase 1
050457999011,050457999011051,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50457,999,11,5,1,Septiembre 2014,2,Si, ,2,100.691818008819,Centro,Fase 1
050457999011,050457999011061,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50457,999,11,6,1,Septiembre 2014,1,Si, ,1,100.691818008819,Centro,Fase 1
050457999011,050457999011071,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50457,999,11,7,1,Septiembre 2014,2,Si, ,2,100.691818008819,Centro,Fase 1
050457999011,050457999011081,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50457,999,11,8,1,Septiembre 2014,2,Si, ,2,100.691818008819,Centro,Fase 1
050457999011,050457999011091,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50457,999,11,9,1,Septiembre 2014,2,Si, ,2,100.691818008819,Centro,Fase 1
050457999011,050457999011101,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50457,999,11,10,1,Septiembre 2014,1,Si, ,1,100.691818008819,Centro,Fase 1
050457999011,050457999011111,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50457,999,11,11,1,Septiembre 2014,2,Si, ,2,100.691818008819,Centro,Fase 1
050457999011,050457999011121,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50457,999,11,12,1,Septiembre 2014,1,Si, ,1,100.691818008819,Centro,Fase 1
050458999004,050458999004011,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50458,999,4,1,1,Agosto 2014,1,Si, ,1,80.0584074034577,Centro,Fase 1
050458999004,050458999004021,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50458,999,4,2,1,Agosto 2014,2,Si, ,2,80.0584074034577,Centro,Fase 1
050458999004,050458999004031,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50458,999,4,3,1,Agosto 2014,2,Si, ,2,80.0584074034577,Centro,Fase 1
050458999004,050458999004041,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50458,999,4,4,1,Agosto 2014,1,Si, ,1,80.0584074034577,Centro,Fase 1
050458999004,050458999004051,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50458,999,4,5,1,Agosto 2014,2,Si, ,2,80.0584074034577,Centro,Fase 1
050458999004,050458999004061,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50458,999,4,6,1,Agosto 2014,1,Si, ,1,80.0584074034577,Centro,Fase 1
050458999004,050458999004071,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50458,999,4,7,1,Agosto 2014,2,Si, ,2,80.0584074034577,Centro,Fase 1
050458999004,050458999004081,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50458,999,4,8,1,Agosto 2014,1,Si, ,1,80.0584074034577,Centro,Fase 1
050458999004,050458999004091,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50458,999,4,9,1,Agosto 2014,2,Si, ,2,80.0584074034577,Centro,Fase 1
050458999004,050458999004101,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50458,999,4,10,1,Agosto 2014,1,Si, ,1,80.0584074034577,Centro,Fase 1
050458999004,050458999004111,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50458,999,4,11,1,Agosto 2014,1,Si, ,1,80.0584074034577,Centro,Fase 1
050458999004,050458999004121,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50458,999,4,12,1,Agosto 2014,2,Si, ,2,80.0584074034577,Centro,Fase 1
050458999023,050458999023011,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50458,999,23,1,1,Agosto 2014,2,Si, ,2,80.0584074034577,Centro,Fase 1
050458999023,050458999023021,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50458,999,23,2,1,Agosto 2014,2,Si, ,2,80.0584074034577,Centro,Fase 1
050458999023,050458999023031,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50458,999,23,3,1,Agosto 2014,2,Si, ,2,80.0584074034577,Centro,Fase 1
050458999023,050458999023041,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50458,999,23,4,1,Agosto 2014,2,Si, ,2,80.0584074034577,Centro,Fase 1
050458999023,050458999023051,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50458,999,23,5,1,Agosto 2014,1,Si, ,1,80.0584074034577,Centro,Fase 1
050458999023,050458999023061,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50458,999,23,6,1,Agosto 2014,1,Si, ,1,80.0584074034577,Centro,Fase 1
050458999023,050458999023071,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50458,999,23,7,1,Agosto 2014,2,Si, ,2,80.0584074034577,Centro,Fase 1
050458999023,050458999023081,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50458,999,23,8,1,Agosto 2014,1,Si, ,1,80.0584074034577,Centro,Fase 1
050458999023,050458999023091,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50458,999,23,9,1,Agosto 2014,2,Si, ,2,80.0584074034577,Centro,Fase 1
050458999023,050458999023101,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50458,999,23,10,1,Agosto 2014,2,Si, ,2,80.0584074034577,Centro,Fase 1
050458999023,050458999023111,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50458,999,23,11,1,Agosto 2014,1,Si, ,2,80.0584074034577,Centro,Fase 1
050458999023,050458999023121,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50458,999,23,12,1,Agosto 2014,2,Si, ,2,80.0584074034577,Centro,Fase 1
050458999040,050458999040011,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50458,999,40,1,1,Agosto 2014,1,Si, ,1,80.0584074034577,Centro,Fase 1
050458999040,050458999040021,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50458,999,40,2,1,Agosto 2014,1,Si, ,1,80.0584074034577,Centro,Fase 1
050458999040,050458999040031,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50458,999,40,3,1,Agosto 2014,3,Si, ,3,80.0584074034577,Centro,Fase 1
050458999040,050458999040041,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50458,999,40,4,1,Agosto 2014,1,Si, ,1,80.0584074034577,Centro,Fase 1
050458999040,050458999040051,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50458,999,40,5,1,Agosto 2014,1,Si, ,1,80.0584074034577,Centro,Fase 1
050458999040,050458999040061,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50458,999,40,6,1,Agosto 2014,1,Si, ,1,80.0584074034577,Centro,Fase 1
050458999040,050458999040071,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50458,999,40,7,1,Agosto 2014,1,Si, ,1,80.0584074034577,Centro,Fase 1
050458999040,050458999040081,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50458,999,40,8,1,Agosto 2014,2,Si, ,2,80.0584074034577,Centro,Fase 1
050458999040,050458999040091,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50458,999,40,9,1,Agosto 2014,1,Si, ,1,80.0584074034577,Centro,Fase 1
050458999040,050458999040101,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50458,999,40,10,1,Agosto 2014,1,Si, ,1,80.0584074034577,Centro,Fase 1
050458999040,050458999040111,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50458,999,40,11,1,Agosto 2014,2,Si, ,2,80.0584074034577,Centro,Fase 1
050458999040,050458999040121,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50458,999,40,12,1,Agosto 2014,1,Si, ,1,80.0584074034577,Centro,Fase 1
050550002005,050550002005011,Urbano,Urbano, ,Cotopaxi,Zona 3,Sierra,50550,2,5,1,1,Noviembre 2013,2,Si, ,2,172.270891676974,Centro,Fase 1
050550002005,050550002005021,Urbano,Urbano, ,Cotopaxi,Zona 3,Sierra,50550,2,5,2,1,Noviembre 2013,1,Si, ,1,172.270891676974,Centro,Fase 1
050550002005,050550002005031,Urbano,Urbano, ,Cotopaxi,Zona 3,Sierra,50550,2,5,3,1,Noviembre 2013,2,Si, ,2,172.270891676974,Centro,Fase 1
050550002005,050550002005041,Urbano,Urbano, ,Cotopaxi,Zona 3,Sierra,50550,2,5,4,1,Noviembre 2013,2,Si, ,2,172.270891676974,Centro,Fase 1
050550002005,050550002005051,Urbano,Urbano, ,Cotopaxi,Zona 3,Sierra,50550,2,5,5,1,Noviembre 2013,1,Si, ,1,172.270891676974,Centro,Fase 1
050550002005,050550002005061,Urbano,Urbano, ,Cotopaxi,Zona 3,Sierra,50550,2,5,6,1,Noviembre 2013,1,Si, ,1,172.270891676974,Centro,Fase 1
050550002005,050550002005071,Urbano,Urbano, ,Cotopaxi,Zona 3,Sierra,50550,2,5,7,1,Noviembre 2013,1,Si, ,1,172.270891676974,Centro,Fase 1
050550002005,050550002005081,Urbano,Urbano, ,Cotopaxi,Zona 3,Sierra,50550,2,5,8,1,Noviembre 2013,1,Si, ,1,172.270891676974,Centro,Fase 1
050550002005,050550002005091,Urbano,Urbano, ,Cotopaxi,Zona 3,Sierra,50550,2,5,9,1,Noviembre 2013,1,Si, ,1,172.270891676974,Centro,Fase 1
050550002005,050550002005101,Urbano,Urbano, ,Cotopaxi,Zona 3,Sierra,50550,2,5,10,1,Noviembre 2013,1,Si, ,1,172.270891676974,Centro,Fase 1
050550002005,050550002005111,Urbano,Urbano, ,Cotopaxi,Zona 3,Sierra,50550,2,5,11,1,Noviembre 2013,2,Si, ,2,172.270891676974,Centro,Fase 1
050550002005,050550002005121,Urbano,Urbano, ,Cotopaxi,Zona 3,Sierra,50550,2,5,12,1,Noviembre 2013,2,Si, ,2,172.270891676974,Centro,Fase 1
050550999018,050550999018011,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50550,999,18,1,1,Noviembre 2013,1,Si, ,1,100.691818008819,Centro,Fase 1
050550999018,050550999018021,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50550,999,18,2,1,Noviembre 2013,2,Si, ,2,100.691818008819,Centro,Fase 1
050550999018,050550999018031,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50550,999,18,3,1,Noviembre 2013,2,Si, ,2,100.691818008819,Centro,Fase 1
050550999018,050550999018041,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50550,999,18,4,1,Noviembre 2013,1,Si, ,1,100.691818008819,Centro,Fase 1
050550999018,050550999018051,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50550,999,18,5,1,Noviembre 2013,1,Si, ,1,100.691818008819,Centro,Fase 1
050550999018,050550999018061,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50550,999,18,6,1,Noviembre 2013,1,Si, ,1,100.691818008819,Centro,Fase 1
050550999018,050550999018071,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50550,999,18,7,1,Noviembre 2013,2,Si, ,2,100.691818008819,Centro,Fase 1
050550999018,050550999018081,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50550,999,18,8,1,Noviembre 2013,1,Si, ,1,100.691818008819,Centro,Fase 1
050550999018,050550999018091,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50550,999,18,9,1,Noviembre 2013,2,Si, ,2,100.691818008819,Centro,Fase 1
050550999018,050550999018101,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50550,999,18,10,1,Noviembre 2013,1,Si, ,1,100.691818008819,Centro,Fase 1
050550999018,050550999018111,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50550,999,18,11,1,Noviembre 2013,2,Si, ,2,100.691818008819,Centro,Fase 1
050550999018,050550999018121,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50550,999,18,12,1,Noviembre 2013,1,Si, ,1,100.691818008819,Centro,Fase 1
050550999040,050550999040011,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50550,999,40,1,1,Noviembre 2013,1,Si, ,1,100.691818008819,Centro,Fase 1
050550999040,050550999040021,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50550,999,40,2,1,Noviembre 2013,2,Si, ,2,100.691818008819,Centro,Fase 1
050550999040,050550999040031,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50550,999,40,3,1,Noviembre 2013,1,Si, ,1,100.691818008819,Centro,Fase 1
050550999040,050550999040041,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50550,999,40,4,1,Noviembre 2013,2,Si, ,2,100.691818008819,Centro,Fase 1
050550999040,050550999040051,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50550,999,40,5,1,Noviembre 2013,1,Si, ,1,100.691818008819,Centro,Fase 1
050550999040,050550999040061,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50550,999,40,6,1,Noviembre 2013,2,Si, ,2,100.691818008819,Centro,Fase 1
050550999040,050550999040071,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50550,999,40,7,1,Noviembre 2013,1,Si, ,1,100.691818008819,Centro,Fase 1
050550999040,050550999040081,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50550,999,40,8,1,Noviembre 2013,2,Si, ,2,100.691818008819,Centro,Fase 1
050550999040,050550999040091,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50550,999,40,9,1,Noviembre 2013,1,No,2,2,100.691818008819,Centro,Fase 1
050550999040,050550999040101,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50550,999,40,10,1,Noviembre 2013,1,Si, ,1,100.691818008819,Centro,Fase 1
050550999040,050550999040111,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50550,999,40,11,1,Noviembre 2013,1,Si, ,1,100.691818008819,Centro,Fase 1
050550999040,050550999040121,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50550,999,40,12,1,Noviembre 2013,1,Si, ,1,100.691818008819,Centro,Fase 1
050550999052,050550999052011,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50550,999,52,1,1,Noviembre 2013,1,Si, ,1,80.9367998875959,Centro,Fase 1
050550999052,050550999052021,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50550,999,52,2,1,Noviembre 2013,1,Si, ,1,80.9367998875959,Centro,Fase 1
050550999052,050550999052031,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50550,999,52,3,1,Noviembre 2013,2,Si, ,2,80.9367998875959,Centro,Fase 1
050550999052,050550999052041,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50550,999,52,4,1,Noviembre 2013,2,Si, ,1,80.9367998875959,Centro,Fase 1
050550999052,050550999052051,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50550,999,52,5,1,Noviembre 2013,2,Si, ,2,80.9367998875959,Centro,Fase 1
050550999052,050550999052061,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50550,999,52,6,1,Noviembre 2013,2,Si, ,2,80.9367998875959,Centro,Fase 1
050550999052,050550999052071,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50550,999,52,7,1,Noviembre 2013,1,Si, ,1,80.9367998875959,Centro,Fase 1
050550999052,050550999052081,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50550,999,52,8,1,Noviembre 2013,1,Si, ,1,80.9367998875959,Centro,Fase 1
050550999052,050550999052091,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50550,999,52,9,1,Noviembre 2013,2,Si, ,2,80.9367998875959,Centro,Fase 1
050550999052,050550999052101,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50550,999,52,10,1,Noviembre 2013,1,Si, ,1,80.9367998875959,Centro,Fase 1
050550999052,050550999052111,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50550,999,52,11,1,Noviembre 2013,1,Si, ,1,80.9367998875959,Centro,Fase 1
050550999052,050550999052121,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50550,999,52,12,1,Noviembre 2013,1,Si, ,1,80.9367998875959,Centro,Fase 1
050551999003,050551999003011,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50551,999,3,1,1,Diciembre 2013,2,Si, ,2,100.691818008819,Centro,Fase 1
050551999003,050551999003021,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50551,999,3,2,1,Diciembre 2013,1,Si, ,1,100.691818008819,Centro,Fase 1
050551999003,050551999003031,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50551,999,3,3,1,Diciembre 2013,2,Si, ,2,100.691818008819,Centro,Fase 1
050551999003,050551999003041,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50551,999,3,4,1,Diciembre 2013,2,Si, ,2,100.691818008819,Centro,Fase 1
050551999003,050551999003051,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50551,999,3,5,1,Diciembre 2013,1,Si, ,1,100.691818008819,Centro,Fase 1
050551999003,050551999003061,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50551,999,3,6,1,Diciembre 2013,1,Si, ,1,100.691818008819,Centro,Fase 1
050551999003,050551999003071,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50551,999,3,7,1,Diciembre 2013,2,Si, ,2,100.691818008819,Centro,Fase 1
050551999003,050551999003081,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50551,999,3,8,1,Diciembre 2013,2,Si, ,2,100.691818008819,Centro,Fase 1
050551999003,050551999003091,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50551,999,3,9,1,Diciembre 2013,1,Si, ,1,100.691818008819,Centro,Fase 1
050551999003,050551999003101,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50551,999,3,10,1,Diciembre 2013,1,Si, ,2,100.691818008819,Centro,Fase 1
050551999003,050551999003111,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50551,999,3,11,1,Diciembre 2013,1,Si, ,1,100.691818008819,Centro,Fase 1
050551999003,050551999003121,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50551,999,3,12,1,Diciembre 2013,2,Si, ,2,100.691818008819,Centro,Fase 1
050551999009,050551999009011,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50551,999,9,1,1,Diciembre 2013,2,Si, ,2,80.9367998875959,Centro,Fase 1
050551999009,050551999009021,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50551,999,9,2,1,Diciembre 2013,2,Si, ,2,80.9367998875959,Centro,Fase 1
050551999009,050551999009031,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50551,999,9,3,1,Diciembre 2013,2,Si, ,2,80.9367998875959,Centro,Fase 1
050551999009,050551999009041,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50551,999,9,4,1,Diciembre 2013,2,Si, ,2,80.9367998875959,Centro,Fase 1
050551999009,050551999009051,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50551,999,9,5,1,Diciembre 2013,2,Si, ,2,80.9367998875959,Centro,Fase 1
050551999009,050551999009061,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50551,999,9,6,1,Diciembre 2013,2,Si, ,2,80.9367998875959,Centro,Fase 1
050551999009,050551999009071,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50551,999,9,7,1,Diciembre 2013,1,Si, ,1,80.9367998875959,Centro,Fase 1
050551999009,050551999009081,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50551,999,9,8,1,Diciembre 2013,2,Si, ,2,80.9367998875959,Centro,Fase 1
050551999009,050551999009091,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50551,999,9,9,1,Diciembre 2013,1,Si, ,1,80.9367998875959,Centro,Fase 1
050551999009,050551999009101,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50551,999,9,10,1,Diciembre 2013,2,Si, ,2,80.9367998875959,Centro,Fase 1
050551999009,050551999009111,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50551,999,9,11,1,Diciembre 2013,2,Si, ,2,80.9367998875959,Centro,Fase 1
050551999009,050551999009121,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50551,999,9,12,1,Diciembre 2013,1,Si, ,1,80.9367998875959,Centro,Fase 1
050552999011,050552999011011,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50552,999,11,1,1,Diciembre 2013,1,Si, ,1,80.9367998875959,Centro,Fase 1
050552999011,050552999011021,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50552,999,11,2,1,Diciembre 2013,1,Si, ,1,80.9367998875959,Centro,Fase 1
050552999011,050552999011031,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50552,999,11,3,1,Diciembre 2013,1,Si, ,1,80.9367998875959,Centro,Fase 1
050552999011,050552999011041,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50552,999,11,4,1,Diciembre 2013,2,Si, ,2,80.9367998875959,Centro,Fase 1
050552999011,050552999011051,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50552,999,11,5,1,Diciembre 2013,2,Si, ,2,80.9367998875959,Centro,Fase 1
050552999011,050552999011061,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50552,999,11,6,1,Diciembre 2013,1,Si, ,1,80.9367998875959,Centro,Fase 1
050552999011,050552999011071,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50552,999,11,7,1,Diciembre 2013,2,Si, ,2,80.9367998875959,Centro,Fase 1
050552999011,050552999011081,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50552,999,11,8,1,Diciembre 2013,2,Si, ,2,80.9367998875959,Centro,Fase 1
050552999011,050552999011091,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50552,999,11,9,1,Diciembre 2013,1,Si, ,1,80.9367998875959,Centro,Fase 1
050552999011,050552999011101,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50552,999,11,10,1,Diciembre 2013,1,Si, ,1,80.9367998875959,Centro,Fase 1
050552999011,050552999011111,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50552,999,11,11,1,Diciembre 2013,1,Si, ,1,80.9367998875959,Centro,Fase 1
050552999011,050552999011121,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50552,999,11,12,1,Diciembre 2013,2,Si, ,2,80.9367998875959,Centro,Fase 1
050552999022,050552999022011,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50552,999,22,1,1,Diciembre 2013,2,Si, ,2,80.0584074034577,Centro,Fase 1
050552999022,050552999022021,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50552,999,22,2,1,Diciembre 2013,2,Si, ,2,80.0584074034577,Centro,Fase 1
050552999022,050552999022031,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50552,999,22,3,1,Diciembre 2013,2,Si, ,1,80.0584074034577,Centro,Fase 1
050552999022,050552999022041,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50552,999,22,4,1,Diciembre 2013,2,Si, ,2,80.0584074034577,Centro,Fase 1
050552999022,050552999022051,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50552,999,22,5,1,Diciembre 2013,2,Si, ,2,80.0584074034577,Centro,Fase 1
050552999022,050552999022061,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50552,999,22,6,1,Diciembre 2013,2,Si, ,2,80.0584074034577,Centro,Fase 1
050552999022,050552999022071,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50552,999,22,7,1,Diciembre 2013,2,Si, ,2,80.0584074034577,Centro,Fase 1
050552999022,050552999022081,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50552,999,22,8,1,Diciembre 2013,2,Si, ,2,80.0584074034577,Centro,Fase 1
050552999022,050552999022091,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50552,999,22,9,1,Diciembre 2013,1,Si, ,1,80.0584074034577,Centro,Fase 1
050552999022,050552999022101,Rural,Rural, ,Cotopaxi,Zona 3,Sierra,50552,999,22,10,1,Diciembre 2013,1,Si, ,1,80.0584074034577,Centro,Fase 1
